AutoNum,TagID_Hex,Time_in_ana,Time_out_anac,Weight,Length,Scales,Fins,Eyes,Ad_Clip,Time_out_surgery,Bleeding,Time_recovered,Surgeon,Data_Rec,Rel_group,HT_Temp,HT_DO,SB_Temp,SB_DO,Notes,DateTagged,FishID,TagID_Decimal,Fish_Type,Origin,StudyID,days_starved,Raceway,Length_Type,Knockout_conc,SurBath_conc,DNA,Tag_placement,Num_sutures,Suture_knot,SutureID,Tag_Weight,Sex,Life_Stage,Rel_loc,Rel_Lat,Rel_Lon,Rel_rkm,Rel_datetime,Tag_status_at_Rel,Last_detect_ref_rec,Manufacturer,TagModel,TagSN,PRI_nominal,PRI_estimate,WarrantyLife,CWT_code,TimeStamp,Release Notes,Tag Shed Y/N,Date Shed
39,8529,00-Jan-00,00-Jan-00,148,255,G,G,G,Y,00-Jan-00,0,00-Jan-00,BL,HF,SC_Lab_20220422,12.2,9.87,12.4,11.14,900067000205598,21-Apr-22,SJSH2022_TE-039,34089,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_4,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,06-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
40,9DB3,00-Jan-00,00-Jan-00,165.7,260,G,G,G,Y,00-Jan-00,0,00-Jan-00,AM,JF,SC_Lab_20220422,12.2,9.87,12.4,11.14,900067000205876,21-Apr-22,SJSH2022_TE-040,40371,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_3,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,07-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
41,8566,00-Jan-00,00-Jan-00,165.7,266,G,G,G,Y,00-Jan-00,0,00-Jan-00,BL,HF,SC_Lab_20220422,12.2,9.87,12.4,11.14,900067000205792,21-Apr-22,SJSH2022_TE-041,34150,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_4,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,08-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
42,9BCB,00-Jan-00,00-Jan-00,189.8,275,G,G,G,Y,00-Jan-00,0,00-Jan-00,AM,JF,SC_Lab_20220422,12.2,9.87,12.4,11.14,900067000205530,21-Apr-22,SJSH2022_TE-042,39883,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_3,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,09-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
43,9CEA,00-Jan-00,00-Jan-00,192.7,278,G,G,G,Y,00-Jan-00,0,00-Jan-00,AM,JF,SC_Lab_20220422,12.2,9.87,12.4,11.14,900067000205424,21-Apr-22,SJSH2022_TE-043,40170,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_3,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,10-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",Y,
44,A089,00-Jan-00,00-Jan-00,186,271,G,G,G,Y,00-Jan-00,0,00-Jan-00,BL,HF,SC_Lab_20220422,12.2,9.87,12.4,11.14,900067000205574,21-Apr-22,SJSH2022_TE-044,41097,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_4,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,11-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
45,9EE5,00-Jan-00,00-Jan-00,204.3,281,G,G,G,Y,00-Jan-00,0,00-Jan-00,AM,JF,SC_Lab_20220422,12.2,9.87,12.4,11.14,900067000205790,21-Apr-22,SJSH2022_TE-045,40677,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_3,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,12-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
46,C59E,00-Jan-00,00-Jan-00,159.5,253,G,G,G,Y,00-Jan-00,0,00-Jan-00,BL,HF,SC_Lab_20220422,12.2,9.87,12.4,11.14,900067000205600,21-Apr-22,SJSH2022_TE-046,50590,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_4,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,13-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
47,99A7,00-Jan-00,00-Jan-00,139.9,245,G,G,G,Y,00-Jan-00,0,00-Jan-00,AM,JF,SC_Lab_20220422,12.2,10.79,12.8,10.96,900067000205431,21-Apr-22,SJSH2022_TE-047,39335,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_3,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,14-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
48,8893,00-Jan-00,00-Jan-00,178.3,267,G,G,G,Y,00-Jan-00,0,00-Jan-00,BL,HF,SC_Lab_20220422,12.2,9.87,12.4,11.14,900067000205618,21-Apr-22,SJSH2022_TE-048,34963,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_4,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,15-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
49,9C4D,00-Jan-00,00-Jan-00,201.1,270,G,G,G,Y,00-Jan-00,0,00-Jan-00,BL,HF,SC_Lab_20220422,12.2,10.79,12.8,10.96,900067000205854,21-Apr-22,SJSH2022_TE-049,40013,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_4,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,16-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
50,7C29,00-Jan-00,00-Jan-00,163.1,265,G,G,G,Y,00-Jan-00,0,00-Jan-00,BL,HF,SC_Lab_20220422,12.2,10.79,12.8,10.96,900067000205760,21-Apr-22,SJSH2022_TE-050,31785,Mokelumne_Steelhead,Hatchery,SJ_Steelhead_2022,4,TE_4,FL,90,30,N,TP,2,1x3,PDO 4-0,0.93,I,yearling,SC Lab,,,,17-May-22,0,,ATS,SS300,,,,,999,21-Apr-22,"Tag effects fish tagged and held overnight at Mokelumne Hatchery in trash cans identical to study fish. Fish transported in 2 120qt coolers from Mokelumne Hatchery to Santa Cruz Laboratory the following day, powered with two bubblers each. Supplemental ox",,
