AutoNum,TagID_Hex,Time_in_ana,Time_out_anac,Weight,Length,Scales,Fins,Eyes,Ad_Clip,Time_out_surgery,Bleeding,Time_recovered,Surgeon,Data_Rec,Rel_group,HT_Temp,HT_DO,SB_Temp,SB_DO,Notes,DateTagged,Tag_Start_Date,FishID,TagID_Decimal,Fish_Type,CommonName,SpeciesName,Origin,StudyID,days_starved,Raceway,Length_Type,Knockout_conc,SurBath_conc,DNA,Tag_placement,Num_sutures,Suture_knot,SutureID,Tag_Weight,Sex,Life_Stage,Rel_loc,Rel_Lat,Rel_Lon,Rel_rkm,Rel_datetime,Tag_status_at_Rel,Last_detect_ref_rec,Manufacturer,TagModel,TagSN,PRI_nominal,PRI_estimate,WarrantyLife,CWT_code,PIT_code,Release Notes,TimeStamp
2819,EBA4,1:44:18 PM,1:46:46 PM,19.1,121,G,G,G,N,1:48:14 PM,0,1:50:36 PM,BPB,BJA,RBDD_20231207,11.3,11.07,11.4,11.4,,12/6/23,12/6/23,SS_2024-196,60324,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,208,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01312,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2820,EC25,1:45:17 PM,1:47:33 PM,22.6,129,G,G,G,N,1:48:48 PM,0,1:50:53 PM,BL,LT,RBDD_20231207,11.3,11.07,11.4,11.4,,12/6/23,12/6/23,SS_2024-197,60453,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,75,25,N,TP,1,1X3,PDO 6-0,207,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01316,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2821,76A8,10:29:11 AM,10:31:13 AM,10.4,98,G,G,G,Y,10:32:20 AM,0,10:34:44 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-531,30376,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,206,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02547,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2822,E93A,1:29:52 PM,1:31:35 PM,6.9,83,G,G,G,Y,1:33:15 PM,0,1:37:55 PM,BB,JF,RBDD_20240201,10.5,10.41,10.6,10.58,NEW DRUGS,1/31/24,1/31/24,SS_2024-336,59706,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C43,FL,80,25,N,TP,1,1X3,PDO 6-0,207,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/1/24,On,,ATS,SS400,ATS2024-00937,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch.",1/31/24
2823,746E,2:08:57 PM,2:11:45 PM,8.1,89,G,G,G,Y,2:12:50 PM,0,2:14:42 PM,BL,BJA,RBDD_20240221,10.3,10.52,10.3,10.83,,2/20/24,2/20/24,SS_2024-463,29806,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,200,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/21/24,On,,ATS,SS400,ATS2024-02498,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/20/24
2824,768C,10:24:58 AM,10:27:51 AM,8.2,88,G,G,G,Y,10:29:00 AM,0,10:30:34 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-529,30348,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,205,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02548,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2825,EA88,12:55:07 PM,12:56:20 PM,6,78,G,G,G,Y,12:58:05 PM,0,12:59:10 PM,BB,JF,RBDD_20240201,10.5,10.5,11,10.49,,1/31/24,1/31/24,SS_2024-335,60040,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C43,FL,80,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/1/24,On,,ATS,SS400,ATS2024-00967,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch.",1/31/24
2826,EB29,1:46:44 PM,1:49:01 PM,29.4,139,G,G,G,N,1:50:34 PM,0,1:52:43 PM,BPB,BJA,RBDD_20231207,11.3,11.07,11.4,11.4,,12/6/23,12/6/23,SS_2024-198,60201,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,209,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01311,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2827,EE6B,12:45:36 PM,12:47:32 PM,5.6,81,G,G,G,Y,12:49:05 PM,0,12:53:56 PM,BB,JF,RBDD_20240201,10.5,10.5,11,10.49,,1/31/24,1/31/24,SS_2024-333,61035,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C43,FL,80,25,N,TP,1,1X3,PDO 6-0,206,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/1/24,On,,ATS,SS400,ATS2024-00997,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch.",1/31/24
2828,7622,1:53:52 PM,1:55:55 PM,6.7,85,G,G,G,Y,1:57:14 PM,0,1:59:15 PM,BL,BJA,RBDD_20240221,10.3,10.52,10.3,10.83,,2/20/24,2/20/24,SS_2024-454,30242,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/21/24,On,,ATS,SS400,ATS2024-02481,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/20/24
2829,ECA2,1:47:06 PM,1:49:29 PM,27.4,135,G,G,G,N,1:50:50 PM,0,1:53:06 PM,BL,LT,RBDD_20231207,11.3,11.07,11.4,11.4,,12/6/23,12/6/23,SS_2024-199,60578,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,75,25,N,TP,1,1X3,PDO 6-0,203,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01315,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2830,7412,12:46:36 PM,12:48:32 PM,5.7,79,G,G,G,Y,12:49:38 PM,0,12:51:51 PM,BL,LT,RBDD_20240222,10.4,10.37,11.5,10.84,,2/21/24,2/21/24,SS_2024-563,29714,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,199,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02604,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2831,EEAB,10:56:12 AM,10:59:18 AM,46.6,159,G,G,G,N,11:00:56 AM,0,11:04:41 AM,BPB,BJA,RBDD_20231206,11.9,10.69,13,10.95,,12/5/23,12/5/23,SS_2024-011,61099,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,5,FL,75,25,N,TP,1,1X3,PDO 6-0,206,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/6/23,On,,ATS,SS400,ATS2024-01112,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/5/23
2832,7624,2:02:26 PM,2:04:27 PM,8.5,93,G,G,G,Y,2:05:34 PM,0,2:07:07 PM,BL,BJA,RBDD_20240221,10.3,10.52,10.3,10.83,,2/20/24,2/20/24,SS_2024-459,30244,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/21/24,On,,ATS,SS400,ATS2024-02476,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/20/24
2833,72A4,10:23:11 AM,10:26:09 AM,7.6,88,G,G,G,Y,10:27:16 AM,0,10:29:02 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-528,29348,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,210,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02549,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2834,EAE2,1:48:56 PM,1:51:15 PM,27.2,138,G,F,G,N,1:52:42 PM,0,1:53:57 PM,BPB,BJA,RBDD_20231207,11.3,11.07,11.4,11.4,FINS FAIR,12/6/23,12/6/23,SS_2024-200,60130,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,207,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01319,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2835,755D,2:53:00 PM,2:55:41 PM,7.7,87,G,G,G,Y,2:57:12 PM,0,2:58:56 PM,BL,BJA,RBDD_20240221,10.4,10.78,10.4,10.9,,2/20/24,2/20/24,SS_2024-474,30045,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,202,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/21/24,On,,ATS,SS400,ATS2024-02515,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/20/24
2836,76D0,12:52:04 PM,12:54:28 PM,8.3,91,G,G,G,Y,12:55:24 PM,0,12:58:39 PM,BL,LT,RBDD_20240222,10.4,10.37,11.5,10.84,,2/21/24,2/21/24,SS_2024-566,30416,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,206,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02601,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2837,75F4,12:24:48 PM,12:27:00 PM,6,82,G,G,G,Y,12:28:13 PM,0,12:30:52 PM,BL,LT,RBDD_20240222,10.4,10.37,11.5,10.84,,2/21/24,2/21/24,SS_2024-553,30196,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,203,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02585,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2838,767A,3:00:18 PM,3:02:12 PM,8.6,92,G,G,G,Y,3:03:28 PM,0,3:05:42 PM,BL,BJA,RBDD_20240221,10.4,10.78,10.4,10.9,,2/20/24,2/20/24,SS_2024-478,30330,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,201,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/21/24,On,,ATS,SS400,ATS2024-02511,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/20/24
2839,ECA3,1:49:30 PM,1:51:56 PM,32.1,141,G,G,G,N,1:53:05 PM,0,1:55:21 PM,BL,LT,RBDD_20231207,11.3,11.07,11.4,11.4,,12/6/23,12/6/23,SS_2024-201,60579,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,75,25,N,TP,1,1X3,PDO 6-0,203,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01314,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2840,EB32,10:50:25 AM,10:53:09 AM,34.5,140,G,G,G,N,10:55:19 AM,0,10:57:25 AM,BPB,BJA,RBDD_20231206,11.9,10.69,13,10.95,PULL THRU,12/5/23,12/5/23,SS_2024-009,60210,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,5,FL,75,25,N,TP,1,1X3,PDO 6-0,202,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/6/23,On,,ATS,SS400,ATS2024-01336,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/5/23
2841,EBD6,1:37:13 PM,1:39:27 PM,21.3,126,G,G,G,N,1:40:58 PM,0,1:46:51 PM,BL,LT,RBDD_20231207,11.3,11.07,11.4,11.4,,12/6/23,12/6/23,SS_2024-192,60374,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,75,25,N,TP,1,1X3,PDO 6-0,209,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01304,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2842,744B,3:03:33 PM,3:05:45 PM,9.5,91,G,G,G,Y,3:07:08 PM,0,3:08:36 PM,BL,BJA,RBDD_20240221,10.4,10.78,10.4,10.9,,2/20/24,2/20/24,SS_2024-480,29771,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,203,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/21/24,On,,ATS,SS400,ATS2024-02509,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/20/24
2843,755E,9:32:15 AM,9:34:15 AM,8,88,G,G,G,Y,9:35:27 AM,0,9:37:12 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-504,30046,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,206,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02543,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2844,EC6A,10:47:33 AM,10:50:26 AM,34.4,146,G,G,G,N,10:52:26 AM,0,10:57:24 AM,BPB,BJA,RBDD_20231206,11.9,10.69,13,10.95,,12/5/23,12/5/23,SS_2024-008,60522,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,5,FL,75,25,N,TP,1,1X3,PDO 6-0,206,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/6/23,On,,ATS,SS400,ATS2024-01344,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/5/23
2845,EB0A,1:09:32 PM,1:12:24 PM,44.9,158,G,G,G,N,1:13:55 PM,0,1:16:38 PM,BPB,BJA,RBDD_20231207,11.3,11.07,11.4,11.4,,12/6/23,12/6/23,SS_2024-173,60170,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,204,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01290,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2846,EB09,12:31:58 PM,12:34:29 PM,18.2,120,G,G,G,N,12:35:43 PM,0,12:37:42 PM,BL,LT,RBDD_20231207,11.3,10.18,11.4,11.2,,12/6/23,12/6/23,SS_2024-167,60169,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,75,25,N,TP,1,1X3,PDO 6-0,209,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01277,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2847,7448,2:57:17 PM,2:59:12 PM,13.2,104,G,G,G,Y,3:00:13 PM,0,3:01:51 PM,BL,BJA,RBDD_20240221,10.4,10.78,10.4,10.9,,2/20/24,2/20/24,SS_2024-476,29768,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/21/24,On,,ATS,SS400,ATS2024-02513,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/20/24
2848,EC5D,10:42:33 AM,10:44:34 AM,17.5,120,G,G,G,N,10:46:49 AM,0,10:49:44 AM,BPB,BJA,RBDD_20231206,11.9,10.69,13,10.95,,12/5/23,12/5/23,SS_2024-006,60509,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,5,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/6/23,On,,ATS,SS400,ATS2024-01340,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/5/23
2849,7346,10:46:50 AM,10:49:09 AM,9.7,95,G,G,G,Y,10:50:31 AM,0,10:52:09 AM,BL,LT,RBDD_20240222,10.1,10.82,10.4,10.83,,2/21/24,2/21/24,SS_2024-540,29510,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02568,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2850,EBAC,10:40:10 AM,10:42:11 AM,28.5,136,G,G,G,N,10:43:47 AM,1,10:44:32 AM,BPB,BJA,RBDD_20231206,11.9,10.69,13,10.95,,12/5/23,12/5/23,SS_2024-005,60332,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,5,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/6/23,On,,ATS,SS400,ATS2024-01339,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/5/23
2851,EBB4,1:12:21 PM,1:14:52 PM,28.8,135,G,G,G,N,1:16:37 PM,0,1:19:08 PM,BPB,BJA,RBDD_20231207,11.3,11.07,11.4,11.4,,12/6/23,12/6/23,SS_2024-175,60340,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,204,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01291,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2852,76F6,9:56:58 AM,9:59:01 AM,7.6,89,G,G,G,Y,10:00:12 AM,0,10:01:59 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-516,30454,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,205,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02531,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2853,7530,2:12:55 PM,2:15:07 PM,8,89,G,G,G,Y,2:16:16 PM,0,2:17:45 PM,BL,BJA,RBDD_20240221,10.3,10.63,11.2,10.82,,2/20/24,2/20/24,SS_2024-465,30000,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,205,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/21/24,On,,ATS,SS400,ATS2024-02496,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/20/24
2854,EBA9,12:36:02 PM,12:38:12 PM,36.1,148,G,G,G,N,12:39:23 PM,0,12:42:03 PM,BL,LT,RBDD_20231207,11.3,10.18,11.4,11.2,,12/6/23,12/6/23,SS_2024-169,60329,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,75,25,N,TP,1,1X3,PDO 6-0,208,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01279,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2855,EDA6,12:07:39 PM,12:08:50 PM,6,80,G,G,G,Y,12:10:21 PM,0,12:13:10 PM,BB,JF,RBDD_20240201,10.9,10.41,12,10.44,,1/31/24,1/31/24,SS_2024-322,60838,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C43,FL,80,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/1/24,On,,ATS,SS400,ATS2024-00938,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch.",1/31/24
